location,year,month,season,tmax_avg,tmax_max,tmin_avg,tmin_min,gdd_avg,prcp_avg,lat,long,alt
vancouver,2018,4,Spring,12.63,18.1,5.82,-0.2,9.225,44.93333333,49.2237,-123.1636,24
vancouver,2018,5,Spring,19.15806452,25.1,10.47741935,6.1,14.81774194,0.5161290323,49.2237,-123.1636,24
vancouver,2018,6,Summer,19.75,26.8,12.07666667,8.3,15.91333333,12.93333333,49.2237,-123.1636,24
vancouver,2018,7,Summer,24.05483871,28.6,14.13870968,8.8,19.09677419,5.038709677,49.2237,-123.1636,24
vancouver,2018,8,Summer,22.93870968,29,13.6816129,6.63,18.31016129,5.225806452,49.2237,-123.1636,24
vancouver,2018,9,Fall,18.22666667,27.1,10.81666667,6.1,14.52166667,37,49.2237,-123.1636,24
vancouver,2018,10,Fall,13.77096774,17.6,5.832258065,1.6,9.801612903,35.48387097,49.2237,-123.1636,24
vancouver,2018,11,Fall,10.55666667,15,4.513333333,-2.2,7.535,67.93333333,49.2237,-123.1636,24
vancouver,2019,0,Winter,7.687096774,12.9,2.032258065,-5.7,4.859677419,82.19354839,49.2237,-123.1636,24
vancouver,2019,1,Winter,7.877419355,11.3,2.04516129,-3,4.961290323,45.41935484,49.2237,-123.1636,24
vancouver,2019,2,Winter,3.839285714,8.5,-3.021428571,-8.8,0.4089285714,26.78571429,49.2237,-123.1636,24
vancouver,2019,3,Spring,10.58709677,17.3,1.274193548,-4.7,5.930645161,10.06451613,49.2237,-123.1636,24
vancouver,2019,4,Spring,13.1,15.9,5.9,1.1,9.5,36.93333333,49.2237,-123.1636,24
vancouver,2019,5,Spring,18.35806452,23.9,9.906451613,5.3,14.13225806,9.806451613,49.2237,-123.1636,24
vancouver,2019,6,Summer,21.13333333,29.9,11.87666667,7.9,16.505,8.733333333,49.2237,-123.1636,24
vancouver,2019,7,Summer,22.78387097,29.2,14.07096774,10.4,18.42741935,9.935483871,49.2237,-123.1636,24
vancouver,2019,8,Summer,23.07741935,26,14.17096774,10,18.62419355,8.322580645,49.2237,-123.1636,24
vancouver,2019,9,Fall,18.90333333,27.6,12.16333333,3.6,15.53333333,40.73333333,49.2237,-123.1636,24
vancouver,2019,10,Fall,12.18064516,16.1,5.106451613,-1.8,8.643548387,39.5483871,49.2237,-123.1636,24
vancouver,2019,11,Fall,9.64,13.5,2.033333333,-5.5,5.836666667,28.56666667,49.2237,-123.1636,24
vancouver,2020,0,Winter,7.419354839,9.8,3.283870968,-5,5.351612903,52.96774194,49.2237,-123.1636,24
vancouver,2020,1,Winter,7.048387097,12.3,2.167741935,-8,4.608064516,82.77419355,49.2237,-123.1636,24
vancouver,2020,2,Winter,7.551724138,11,1.806896552,-3.1,4.679310345,31.51724138,49.2237,-123.1636,24
vancouver,2020,3,Spring,8.856129032,13.4,2.242258065,-4.5,5.549193548,13.16129032,49.2237,-123.1636,24
vancouver,2020,4,Spring,13.73333333,17.3,4.856666667,0.4,9.295,7.6,49.2237,-123.1636,24
vancouver,2020,5,Spring,17.80967742,22.7,9.532258065,4,13.67096774,18.06451613,49.2237,-123.1636,24
vancouver,2020,6,Summer,19.14666667,24.1,11.90333333,7.3,15.525,17.73333333,49.2237,-123.1636,24
vancouver,2020,7,Summer,21.64516129,27.5,13.3483871,10.2,17.49677419,8.774193548,49.2237,-123.1636,24
vancouver,2020,8,Summer,22.15806452,29.3,13.62580645,9.4,17.89193548,15,49.2237,-123.1636,24
vancouver,2020,9,Fall,20.18666667,24.5,12.45666667,8.6,16.32166667,19.73333333,49.2237,-123.1636,24
vancouver,2020,10,Fall,13.16709677,19.6,7.450645161,-4.6,10.30887097,28.22580645,49.2237,-123.1636,24
vancouver,2020,11,Fall,9.226666667,15.5,3.713333333,-2.4,6.47,63.1,49.2237,-123.1636,24
vancouver,2021,0,Winter,8.071290323,16.03,2.912580645,-3.7,5.491935484,67.70967742,49.2237,-123.1636,24
vancouver,2021,1,Winter,11.69645161,22.35,5.226451613,-4.5,8.461451613,56.29032258,49.2237,-123.1636,24
vancouver,2021,2,Winter,6.861721804,18.11410525,0.9736969819,-6.8,3.917709393,20.48541917,49.2237,-123.1636,24
vancouver,2021,3,Spring,9.980645161,14.2,2.519354839,-2,6.25,10.96774194,49.2237,-123.1636,24
vancouver,2021,4,Spring,13.74,19.4,4.96,-1,9.35,12.66666667,49.2237,-123.1636,24
vancouver,2021,5,Spring,16.46258065,21.6,8.511935484,5,12.48725806,9.741935484,49.2237,-123.1636,24
vancouver,2021,6,Summer,21.60966667,32.4,12.643,5.02,17.12633333,12.4,49.2237,-123.1636,24
vancouver,2021,7,Summer,24.02580645,28.1,14.60645161,12.7,19.31612903,0,49.2237,-123.1636,24
vancouver,2021,8,Summer,23.0483871,28.9,14.61290323,9.4,18.83064516,11.83870968,49.2237,-123.1636,24
vancouver,2021,9,Fall,18.58666667,26,11.52333333,6,15.055,51.66666667,49.2237,-123.1636,24
vancouver,2021,10,Fall,12.50645161,17.9,6.780645161,-0.7,9.643548387,47.87096774,49.2237,-123.1636,24
vancouver,2021,11,Fall,10.43,19,4.760333333,-1.5,7.595166667,104.1333333,49.2237,-123.1636,24
vancouver,2022,0,Winter,3.967741935,12.5,-2.280645161,-15.3,0.8435483871,33.83870968,49.2237,-123.1636,24
vancouver,2022,1,Winter,6.45483871,11.7,1.625806452,-9.8,4.040322581,47.51612903,49.2237,-123.1636,24
vancouver,2022,2,Winter,13.1968421,18.11410525,5.154513078,-1.8,9.175677588,23.96207235,49.2237,-123.1636,24
